Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2020-01-02,126.0551528930664,126.09833397330029,125.2865771021596,125.96879073259863,5777000
2020-01-03,124.595703125,125.53698993725526,123.49033613543138,123.9221205275133,5752400
2020-01-06,124.44029235839844,124.52664134815488,123.36083115881836,124.3539301916254,7731300
2020-01-07,125.20026397705078,125.60614257158566,122.09142263785134,124.36260076509758,7382900
2020-01-08,125.18294525146484,126.06377598367925,124.09484007623614,125.10521404108079,6605800
2020-01-09,125.55429077148438,126.10697437970244,125.20886845772932,125.87380707055863,6112700
2020-01-10,125.26930236816406,126.2364953183029,125.13112818185404,125.86516701673733,5042600
2020-01-13,125.822021484375,125.89973954475089,124.97572741390348,125.6320352187766,4593200
2020-01-14,126.53009033203125,126.60780835298951,124.98429497112679,125.26064328166201,7037500
2020-01-15,126.95328521728516,127.29007663010506,126.28834651570378,126.42650755343674,4960300
2020-01-16,127.98090362548828,128.53358717402824,126.25376588917395,127.30732096248691,6476000
2020-01-17,128.81858825683594,129.0258495639539,127.74775793558592,128.16228054982184,9083600
2020-01-21,128.9049072265625,129.6821138079935,128.23995561897453,128.30904269819266,9543900
2020-01-22,128.02410888671875,128.82722176083726,126.08107856634697,126.68557425283687,10305300
2020-01-23,128.2659454345703,128.4732068076477,126.73742410355098,127.84279173925377,8671900
2020-01-24,128.0845184326172,128.6285577639678,127.74771398304898,128.3090415553164,9051900
2020-01-27,128.45587158203125,129.06901128797347,126.94462603400736,127.39368554355593,7587100
2020-01-28,129.1035614013672,130.02758652700055,127.93773801757153,128.2054554677668,7336600
2020-01-29,130.00164794921875,130.5629756039039,128.7840258939784,129.06036107194979,6288600
2020-01-30,129.8462371826172,129.9757672636214,128.71496388512224,129.56125782739048,6470600
2020-01-31,128.5594940185547,129.53533106253735,128.3608768671564,129.3194388440998,8651700
2020-02-03,129.68214416503906,129.95849254660138,128.87903138802875,129.0344674698955,5765200
2020-02-04,130.9170684814453,131.91016758195912,130.57163296781889,130.82207536232522,6541400
2020-02-05,132.98101806640625,133.006924086728,130.66664589384973,131.0207124076059,5979900
2020-02-06,132.58372497558594,133.4213878173382,131.9015113794551,133.20549560404154,6201200
2020-02-07,131.16748046875,132.52328997472654,130.87387020349934,132.41965274574366,5700300
2020-02-10,131.1415557861328,131.18473686064365,130.303893013275,130.9861065532965,4835600
2020-02-11,131.25384521484375,131.59063656738505,130.86522865828258,131.5129053498632,3715300
2020-02-12,130.47659301757812,131.39197374035587,130.32978791836027,131.15017555611317,5166800
2020-02-13,129.61305236816406,130.43344018351792,129.43171027923074,129.67350851581892,5480200
2020-02-14,129.64761352539062,130.08802895583005,128.80130644836575,130.0189418570719,5716300
2020-02-18,128.7926483154297,130.17436364489166,128.7235612312552,129.9411963829295,7230700
2020-02-19,128.61996459960938,129.32808430350838,128.30907924308823,128.85313191125442,6115200
2020-02-20,128.12770080566406,128.9999137417,127.2900380013402,128.3349620648934,7464700
2020-02-21,129.4748992919922,129.74261676194942,127.41096982224414,127.8859354276292,7776800
2020-02-24,126.80684661865234,129.49228751945913,126.23325343759353,127.31959813154873,10588900
2020-02-25,125.71178436279297,127.53684848712766,124.99914924313809,126.87635578341805,10529000
2020-02-26,124.8687744140625,127.07623383898982,124.79056079360726,126.32014231917356,10093800
2020-02-27,120.9057846069336,125.81606935341644,120.75804335679365,123.89540657951663,12566700
2020-02-28,116.87327575683594,119.31537592024567,113.69246933567334,117.63806648113581,19820300
2020-03-02,121.68797302246094,121.78357187188583,116.46482001640192,117.13401196237614,11508200
2020-03-03,117.83794403076172,122.53095969409272,115.67395451973442,121.67057017388876,13662500
2020-03-04,124.69493865966797,124.83399391075633,119.18500363041808,119.65429852654303,10560500
2020-03-05,123.41744995117188,123.99972914757875,121.53155705088695,122.36587565622841,11339200
2020-03-06,123.43479919433594,124.28648951947677,119.41967440048867,120.34957834240927,12239100
2020-03-09,118.5766830444336,121.3924796452401,117.23829912586585,118.48108419310732,13848600
2020-03-10,123.09587860107422,123.3652899397054,116.65602463923359,121.64452380896503,12698100
2020-03-11,114.54415893554688,120.58423129220985,114.28343362108538,120.01063825260263,17763400
2020-03-12,108.99079132080078,116.24756576552677,108.19992921776351,110.64202991609228,21539200
2020-03-13,116.70818328857422,117.25570528583364,108.33029974174232,112.38888876490249,20084200
2020-03-16,110.485595703125,116.24756543394926,106.40094240454683,107.39168821110445,18877900
2020-03-17,118.70703125,118.86347175140705,111.07654865674562,111.71966936512379,18911800
