Price,Close,High,Low,Open,Volume
Ticker,MDT,MDT,MDT,MDT,MDT
Date,,,,,
2020-01-02,98.6186294555664,98.91993115742913,97.36179363341624,98.53254606978048,3917000
2020-01-03,98.03325653076172,98.48951096946327,97.3187584937682,97.4134521916363,2764600
2020-01-06,98.90270233154297,98.95435104517985,97.36178555321509,97.5081279536801,3332000
2020-01-07,98.55838012695312,99.25567072623801,98.25708496318408,98.42925175169725,4443800
2020-01-08,100.28868103027344,100.62441085336746,99.21262222093574,99.26427094210659,5482800
2020-01-09,101.91567993164062,102.15671605056272,100.67605809976509,100.76214805744439,5120900
2020-01-10,102.13088989257812,102.40636067617459,101.51107898755069,102.19114892124793,3180900
2020-01-13,101.58854675292969,102.20835758546514,100.85682818530788,101.84679688799227,3367100
2020-01-14,100.75352478027344,101.29585597804541,99.9959818514861,101.04620958193871,5694200
2020-01-15,101.00318145751953,101.93289780639968,100.68466569880833,100.86544278313366,3683200
2020-01-16,102.32027435302734,102.69904913251163,101.39055802215208,101.68324941568304,4019400
2020-01-17,102.46661376953125,103.16389771342662,102.06201464286661,102.39774443568595,4906100
2020-01-21,103.57711791992188,103.74068096287836,102.27723702131509,102.44080006427157,5596900
2020-01-22,104.23995208740234,105.15245430352242,103.61153750350604,104.67037555441001,4169400
2020-01-23,104.13665771484375,104.41212847910346,102.99172968274456,103.93866002440346,4125900
2020-01-24,102.66460418701172,104.18830032584943,102.32887441798407,104.06778228403134,3382500
2020-01-27,102.63878631591797,103.35328430391701,101.76071873548665,102.01036514295276,4192100
2020-01-28,102.59574127197266,103.3446804938696,102.57852722252564,102.62156563001373,3422700
2020-01-29,101.89846801757812,103.43077472092276,101.8554230378358,103.0864345862096,3019500
2020-01-30,101.7090835571289,102.01037872081498,100.45224761165129,101.08927261026498,5056200
2020-01-31,99.37619018554688,101.7090850116528,98.99741536421502,101.37335517192396,6067800
2020-02-03,101.57133483886719,101.86402623163708,99.76355746758239,99.81520618547182,5618400
2020-02-04,103.29302215576172,103.70623157542413,102.58712792996666,102.82816402154435,4000300
2020-02-05,103.83535766601562,104.51542751970815,103.40493420679812,103.84396140642662,3811000
2020-02-06,104.4207534790039,104.47240220215016,103.1380866004412,103.84398094365537,3763700
2020-02-07,102.39773559570312,104.0850012905455,102.23417915161681,103.84395864289617,3946900
2020-02-10,102.76790618896484,102.86259987857301,101.76071683703185,101.85541052664001,4056800
