Price,Close,High,Low,Open,Volume
Ticker,CVS,CVS,CVS,CVS,CVS
Date,,,,,
2020-01-02,62.29822540283203,62.75184759531185,61.768988829797834,62.709848863681685,5022700
2020-01-03,61.802589416503906,62.21421286240753,61.38256366094547,61.50857266942988,4453000
2020-01-06,62.04622268676758,62.11342836486058,61.37417872400999,61.42458618712285,4620700
2020-01-07,61.81099319458008,61.886594756016116,61.038147324172606,61.836193715058755,6172300
2020-01-08,61.03817367553711,61.39938983712163,60.147714309992935,60.90376229617673,8311200
2020-01-09,61.20615768432617,61.54217959294302,61.04654583568908,61.32376439097934,5426200
2020-01-10,60.576114654541016,61.626179037806416,60.33249894853332,61.584173898842046,5198600
2020-01-13,61.12215805053711,61.315366335265715,60.17289561214649,60.72733276119786,6654600
2020-01-14,62.02101135253906,62.10501523097445,60.92053939505454,60.928941705623615,6484200
2020-01-15,63.230674743652344,63.52469790130753,62.1134110990835,62.1554098294025,8102800
2020-01-16,63.88592529296875,63.986727380865375,63.23908198656905,63.53309875807576,6902300
2020-01-17,63.860721588134766,64.21354814085245,63.70111613787358,63.93632956696187,5500400
2020-01-21,62.659446716308594,63.85232487727354,62.457836123800014,63.8439225666025,8662800
2020-01-22,62.5917854309082,63.10767552972982,62.507214658648465,62.71864481546597,4201400
2020-01-23,62.185848236083984,62.481849220116146,61.29784528398751,62.38036685549799,8602500
2020-01-24,60.40983200073242,62.28733305366717,59.344222074300276,62.27887403971295,10126000
2020-01-27,60.02079772949219,60.22376888616478,58.65918691765412,59.11587685942,6403300
2020-01-28,60.739662170410156,61.01029254413401,60.147660244244555,60.257601615579006,5039100
2020-01-29,59.665611267089844,60.98493378845641,59.58103401636567,60.98493378845641,6285200
2020-01-30,58.955204010009766,59.37806446607267,57.8303936483212,59.276575633775714,8430500
2020-01-31,57.356781005859375,58.65073272096179,57.00157983942681,58.65073272096179,9869700
2020-02-03,56.60408401489258,58.0248949813593,56.48568363871507,57.84729441709304,7694600
2020-02-04,57.40752410888672,57.8980437088679,56.91701096124302,56.92546352334314,7525100
2020-02-05,59.657142639160156,59.860113813049686,57.98261271064406,58.16867230851666,6609800
2020-02-06,59.910858154296875,60.54514875196153,59.547204405879924,60.04617657892072,6514400
2020-02-07,60.519771575927734,60.96800251713625,60.04617004594695,60.08845866212535,6611300
2020-02-10,61.94903564453125,62.01669484294265,60.266053411149684,60.51131316613877,8760200
2020-02-11,62.45646667480469,62.69326741670679,62.10126556195153,62.42263707562777,7933600
2020-02-12,62.37189865112305,63.64047964063741,61.433148202695484,63.158419122715415,13500800
2020-02-13,60.891883850097656,62.667895838591605,60.84114267830349,62.11817615225543,8553900
2020-02-14,60.359092712402344,60.91726505645989,59.42879471841091,60.87498289003857,7655100
2020-02-18,60.891883850097656,60.891883850097656,59.96159247063285,60.20685222153164,4844000
2020-02-19,60.70583724975586,61.36549843332029,60.60435488449214,61.15406823590412,4831600
2020-02-20,60.84115219116211,61.08641198040866,59.67405343872425,60.46903300025877,5719300
2020-02-21,60.47749328613281,60.72275308053703,60.05463290660912,60.51132289077518,5186200
2020-02-24,57.44135665893555,59.14971633200832,57.272215075537645,58.718396906304505,9637600
2020-02-25,54.40522003173828,57.82193280154244,54.20224239622213,57.711984969220126,15062300
2020-02-26,52.98440933227539,55.140993497690204,52.899835316698905,54.67585092977923,16872600
2020-02-27,50.17660903930664,52.011821349753404,50.17660903930664,52.011821349753404,22059900
2020-02-28,50.04975128173828,50.18506646468517,48.2906506772602,48.45133967500045,23726000
2020-03-02,54.1515007019043,54.18533030750404,50.62484658543421,51.309878354900874,15909500
2020-03-03,52.8913688659668,55.52156053605752,51.89341826652077,54.60818070897072,14989700
2020-03-04,55.85139846801758,56.646378028709044,54.8280771464558,56.32500001787435,14690700
2020-03-05,54.43058776855469,55.34396772346362,53.813212010663406,54.075383377367224,8581800
2020-03-06,54.252994537353516,55.047967759304875,52.603838212752166,52.91675402807406,11683300
2020-03-09,51.842674255371094,53.40725936507068,50.40494853132786,50.53180791698422,13484500
2020-03-10,52.94211196899414,53.58486147656197,49.94826328767927,53.0774271454029,13274300
2020-03-11,51.85114288330078,53.280409859377606,50.7263326821529,51.77502788302635,12099100
2020-03-12,46.17634963989258,49.034886553194426,45.246058146048696,48.3160252376031,16856700
2020-03-13,50.438785552978516,50.574100745378225,46.057951763056096,48.595114040177094,15473500
2020-03-16,44.23118591308594,48.11304352401959,44.155070931453196,45.398281222731924,13566000
2020-03-17,49.05181121826172,50.108962322103565,44.51874676880082,45.35601186255798,15473700
2020-03-18,48.35831069946289,50.4387828822613,44.873942260040124,45.964919529547075,17953700
2020-03-19,46.83601760864258,49.99055572476752,45.78732242396779,48.036939565346074,16247100
2020-03-20,46.26092529296875,48.02002276101535,45.27143034593054,47.199675834000075,15682300
2020-03-23,44.89931869506836,46.48927474821898,44.01131247470932,45.550524116976696,16336800
2020-03-24,45.96491622924805,47.055896646590675,44.704794262132715,46.62458053280103,19331500
2020-03-25,45.36445999145508,48.65431315488644,44.57793944491813,46.007209560708446,19601500
2020-03-26,49.313968658447266,49.43236902460619,44.21427131790166,45.37291084655513,23189500
2020-03-27,49.55923843383789,50.55718925293277,47.20813560215785,47.99465621765075,15034000
2020-03-30,50.47261047363281,51.0815303960065,48.865739890110426,49.829860949756515,12939200
