Price,Close,High,Low,Open,Volume
Ticker,AXP,AXP,AXP,AXP,AXP
Date,,,,,
2020-01-02,117.2293472290039,117.6205757691692,115.72032082928474,116.12086636520222,2708000
2020-01-03,116.06497192382812,116.5307222181507,115.45018523085079,115.80415289609317,2090600
2020-01-06,115.56195831298828,115.65511405531416,114.6863526107649,114.9192277530089,2855200
2020-01-07,114.95649719238281,115.87868083446814,114.90991931775001,115.01238495651347,2042300
2020-01-08,116.94058990478516,117.70442013686403,115.31978079901505,115.55265595643891,3458200
2020-01-09,119.0550765991211,119.12028134983234,117.73234759510173,117.82549622371997,2787100
2020-01-10,118.5614013671875,119.39043637555226,118.22606056528873,118.84085440436513,2789200
2020-01-13,119.73507690429688,120.11699554890448,118.8874150819007,119.08302934860751,3285700
2020-01-14,119.97727966308594,121.17890917851123,119.54878313475618,119.8096021646713,3836000
2020-01-15,120.92741394042969,120.94603371853925,119.65124846137033,119.87481372082485,3187200
2020-01-16,121.6073989868164,121.96135952867215,120.82494194030963,121.56082111685451,2424500
2020-01-17,122.51097106933594,122.82767788321885,121.83096535217472,122.44575920046893,3659400
2020-01-21,121.5887451171875,122.79038858332058,121.45833563075743,122.12901705056008,3102700
2020-01-22,122.48298645019531,123.2095555879596,121.96133431347074,121.96133431347074,2483800
2020-01-23,122.37120056152344,122.55751200866584,121.22545907215036,122.26873495102224,3841000
2020-01-24,125.85504150390625,128.66817718102521,124.68135591263861,127.01941720643903,8612500
2020-01-27,121.69123077392578,122.93943809444254,120.04247082752957,122.16629093555132,6432400
2020-01-28,123.37723541259766,124.69996438513122,122.15697206114051,122.95806304040104,3712700
2020-01-29,122.65998840332031,124.01067560252942,122.43643736289896,123.40519170305654,2518400
2020-01-30,124.09451293945312,124.19697857554034,121.5049423695085,121.79370528568938,2428500
2020-01-31,120.97396087646484,123.19093653215309,120.51753474516606,123.11641478930308,3522600
2020-02-03,122.02658081054688,123.16301270021937,121.51425262855167,121.60740837566769,2721900
2020-02-04,122.81834411621094,124.2062707363401,122.69724450532797,123.7777884746408,2547500
2020-02-05,124.44849395751953,124.63479124694896,122.29671549185753,124.29012633725382,4084500
2020-02-06,124.1224136352539,125.14706963962065,123.99200416320417,124.97008231036037,1708600
