Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,120.73356628417969,120.74213184327631,119.1675966682993,119.62112735376002,10803700
2020-01-03,119.14031982421875,119.90679961844317,118.05519511339732,118.41690335033779,10386800
2020-01-06,119.04559326171875,119.08004917659233,117.55569689992572,117.60736763115489,10259000
2020-01-07,117.0217514038086,118.72695128224919,116.97008067129244,118.22744563279052,10531300
2020-01-08,117.93460845947266,118.48578471248014,116.78058523303174,116.86669872004884,9695300
2020-01-09,118.36522674560547,119.04557986536389,118.02073334104195,118.89056768912009,9469000
2020-01-10,117.18536376953125,118.20158970848728,116.9614397794649,118.16714693982742,10190900
2020-01-13,118.1585464477539,118.1585464477539,116.91839630823192,117.28872512484986,12355200
2020-01-14,119.5364761352539,121.22444779695395,118.58052830706886,118.7958317535873,24906000
2020-01-15,117.74517059326172,119.3642570010038,117.25427234113837,118.71834654784055,16293400
2020-01-16,118.20159912109375,118.76138285867773,117.84849829408586,118.37383926026726,10783800
2020-01-17,119.01973724365234,119.09724332704715,118.26187808199379,118.45133301659925,14697700
2020-01-21,117.8485107421875,118.90781333510317,117.71933390943273,118.14994087339082,8474200
2020-01-22,117.71070098876953,118.33077600298742,117.45234735041232,118.19299177622366,7549100
2020-01-23,117.59010314941406,117.7623563881165,116.02270117762322,116.87530740132274,9345700
2020-01-24,114.67059326171875,117.4953730075751,113.95579749000468,117.44370229068758,15166400
2020-01-27,113.7060546875,114.48976238367746,111.70804554484084,112.1903231606179,12860500
2020-01-28,115.77298736572266,116.23805026726878,114.09362275698894,114.40366031099227,13062800
2020-01-29,115.6007308959961,116.72891893194594,115.13568120112319,116.10023650372206,9326000
2020-01-30,117.03032684326172,117.2370228579451,114.27444568620616,114.27444568620616,9048900
2020-01-31,113.99026489257812,116.1174641380798,113.22378509722881,115.82465458504306,12785200
2020-02-03,114.8600845336914,115.60934950323761,114.24863007216265,114.24863007216265,10021100
2020-02-04,116.51361083984375,117.64181197203638,116.33276329833402,116.73753484124805,9157100
2020-02-05,118.49440002441406,118.61496942714474,117.13368068440822,117.61597143641026,10150700
2020-02-06,118.51163482666016,119.09725391916474,118.08102791473145,119.05420374083594,8992300
2020-02-07,118.13270568847656,118.56331262609196,117.38345382217166,117.75376948080209,6379800
2020-02-10,118.62359619140625,118.71833023716465,117.77098977958063,117.94322991521045,5960700
2020-02-11,118.84750366210938,119.55370528144303,118.65803557599935,119.07141451793048,6578600
2020-02-12,118.84750366210938,119.95846367513666,118.6752635313947,119.364237195333,7958000
2020-02-13,118.7441635131836,119.1403145040607,117.4695576215518,118.63220151350627,7447500
2020-02-14,118.3824691772461,119.01115164846698,117.93463426709086,118.70972152524914,6627600
2020-02-18,116.8150405883789,118.59775948166215,116.3069275946616,118.27910143623075,8996400
2020-02-19,118.40831756591797,119.18340490932205,117.41791358147634,117.90881186909296,7071200
